PropertyType,PropertyTypeId,PropertyPriceTypeId,Latitude,Longtitude,CityId,CountyId,DistrictId,NetArea,ExtraArea,BrutArea,RealtyPrice,Room,LivingRoom,Bahtroom,TotalRooms,FloorCount,FloorNumber,Age,Heating,BuildDate,FrontageNorth,FrontageSouth,FrontageEast,FrontageWest,AttributeMainRoad,AttributeWideRoad,AttributeEstateHousing,AttributeSportComplex,AttributePlayGround,AttributeElevator,AttributeGenerator,AttributeGateKeeper,AttributeSecurity,AttributeParkingAreaOutdoor,AttributeParkingAreaIndoor,AttributeSwimmingPoolOutdoor,AttributeSwimmingPoolIndoor,AttributeHeatIsolation,AttributeAirCondition,AttributeFirePlace,AttributeTerrace,AttributeMinibus,AttributeBusStop,ViewCity,ViewNature,ViewLake
0,2,1,39.9732919751298,32.7060252428054,6,1723,1875,303,0,320,1250000,6,2,2,8,13,13,10,50,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,39.9733664057602,32.7052280779753,6,1723,1875,245,58,262,1250000,6,2,3,8,13,13,10,50,2010,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
0,2,1,39.979037288631,32.7038411502659,6,1723,1875,93,0,110,126000,3,1,1,4,5,5,17,60,2003,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,2,1,39.9791096769562,32.7035522460937,6,1723,1875,88,0,105,126000,3,1,1,4,4,4,17,50,2003,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,1,39.9799580666671,32.7109650974094,6,1723,1875,83,0,100,127000,3,1,1,4,7,3,22,50,1998,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,2,1,39.9799153575627,32.7025008201599,6,1723,1875,93,0,110,127000,3,1,1,4,6,5,25,50,1995,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,1,39.9748936339215,32.7072314624607,6,1723,1875,83,0,100,127000,3,1,1,4,5,1,24,50,1996,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,39.9738917052486,32.7127826214928,6,1723,1875,103,0,120,127000,3,1,1,4,5,-1,27,60,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,39.9788548168274,32.704861164093,6,1723,1875,103,0,120,128000,3,1,1,4,5,1,17,50,2003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,2,1,39.9755316843088,32.7088366674454,6,1723,1875,93,0,110,128000,3,1,1,4,5,5,17,50,2003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,39.9745549365226,32.7064275741577,6,1723,1875,98,0,115,128000,3,1,1,4,5,5,17,50,2003,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,39.9848905948673,32.6936702136814,6,1723,1875,83,0,100,128000,3,1,1,4,3,1,22,50,1998,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
